Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),Date,State
1.075108498882502,0.016602796421519378,1.0419797729304667,1.0470192370960703,1.1019533671592396,1.0754632118526966,1.1019533671592396,1.1019533671592396,1.1059027670506385,2020-10-12,BA
0.9173355770516732,0.015713834993977688,0.8877174834823095,0.8921086687756227,0.943563142615886,0.9168322872754309,0.943563142615886,0.943563142615886,0.9478686787783026,2020-10-13,BA
0.976070616348122,0.011584761042714312,0.9541507432772359,0.957764548791188,0.9954021895129941,0.9758701866915853,0.9954021895129941,0.9954021895129941,1.0002111755999008,2020-10-14,BA
0.9567886930627171,0.010995354232742557,0.9356872076286729,0.9388188489523999,0.974922600729836,0.9568559892244677,0.974922600729836,0.974922600729836,0.9784243515591553,2020-10-15,BA
0.9745467873860082,0.011996402270839273,0.9509023769359624,0.9545925011575166,0.993918133419175,0.9745774077197351,0.993918133419175,0.993918133419175,0.9977345979271317,2020-10-16,BA
0.9858682073038461,0.011878761235277896,0.9619497348052851,0.9658522258672483,1.0050772347899892,0.9861944607411566,1.0050772347899892,1.0050772347899892,1.0085258503563315,2020-10-17,BA
0.9566623111889738,0.01072948268744428,0.9355172319080789,0.9389154003478067,0.9741452580556234,0.956707205894373,0.9741452580556234,0.9741452580556234,0.9776649875321125,2020-10-18,BA
0.983196442412273,0.010575071504292379,0.9621814017877038,0.9657133781409963,1.000547622319751,0.98316158568471,1.000547622319751,1.000547622319751,1.0038527790627199,2020-10-19,BA
1.0991669390999241,0.011429154315768561,1.0768005200922595,1.0804154593346782,1.11793033582281,1.0991738693754995,1.11793033582281,1.11793033582281,1.1213268331634318,2020-10-20,BA
0.9683519289454665,0.011737273140804555,0.9439521429935925,0.9484621541823808,0.9868158944191291,0.9688516367099987,0.9868158944191291,0.9868158944191291,0.9902556570123052,2020-10-21,BA
0.9504005426706021,0.01127265590848941,0.9293114288343511,0.9322885115918839,0.9693937266492721,0.9500069819808507,0.9693937266492721,0.9693937266492721,0.9727242097347167,2020-10-22,BA
0.9873316765194134,0.010712432577316036,0.966898789313189,0.9699971800153048,1.0052062386391898,0.9871547340266508,1.0052062386391898,1.0052062386391898,1.0088837228511685,2020-10-23,BA
0.959805939494045,0.010760204516140806,0.9390380128453849,0.9418725584707417,0.9773305174475753,0.9598708315938713,0.9773305174475753,0.9773305174475753,0.9808768676615583,2020-10-24,BA
0.9682190518727587,0.01109180638659083,0.9469680978725705,0.9501026533688586,0.9865568282078666,0.9682277564981163,0.9865568282078666,0.9865568282078666,0.9901581344221745,2020-10-25,BA
1.0130745663898817,0.011587421198145499,0.9900459084020603,0.9938606573673439,1.0319497893556393,1.0130743269575255,1.0319497893556393,1.0319497893556393,1.0357609488076043,2020-10-26,BA
1.017663760783369,0.01093669047037356,0.9963498414607718,0.999844032032278,1.0357925702111594,1.0176709577355223,1.0357925702111594,1.0357925702111594,1.0392219198549455,2020-10-27,BA
1.097477105311713,0.01136309711598347,1.0750318201794486,1.0787992134268631,1.1162055118503775,1.0975929350130043,1.1162055118503775,1.1162055118503775,1.1199631625169515,2020-10-28,BA
1.1014978388648888,0.014615709783745469,1.0707653359102074,1.0760653077490772,1.1246804651703586,1.1021410457967078,1.1246804651703586,1.1246804651703586,1.129115980564309,2020-10-29,BA
1.039898994071379,0.017922918830884597,1.0051603999683487,1.0103379631802276,1.0689042334747743,1.0401238722217747,1.0689042334747743,1.0689042334747743,1.073453090277359,2020-10-30,BA
0.9213769315196029,0.015026941303081886,0.8948377548366345,0.8984939127187846,0.947717265140002,0.920315970244185,0.947717265140002,0.947717265140002,0.9525273005553673,2020-10-31,BA
0.9385075927780325,0.01136098512158746,0.9160870861270332,0.9200582285555838,0.9572790928248153,0.9384063502732476,0.9572790928248153,0.9572790928248153,0.9613792307025442,2020-11-01,BA
0.8735590368000298,0.012852291022328424,0.8495533556713091,0.8530363058709903,0.8953017468949256,0.8732194566402701,0.8953017468949256,0.8953017468949256,0.899688401337208,2020-11-02,BA
0.746402031240846,0.015093419950435427,0.7184125374960534,0.722261289010865,0.7719274488819308,0.7461528410031266,0.7719274488819308,0.7719274488819308,0.7768875404864702,2020-11-03,BA
0.6411371291277338,0.02055244748447331,0.6061093436380707,0.6103330982834463,0.6777105321427,0.6399874111561895,0.6777105321427,0.6777105321427,0.6867379960924687,2020-11-04,BA
0.8796130558344005,0.04310580371558403,0.8105864797323604,0.8174725849777753,0.9570233878252943,0.8788903134544852,0.9570233878252943,0.9570233878252943,0.9763474036621964,2020-11-05,BA
